Comments,Sentiment,Aspect
የት የት ሰፈር እንደሚሰራ ብታሳውቁን ከአክብሮት ጋር,Neutral,Service
 ሁሉም አካባቢ ሁሉም ቦታ ተደራሽ ሳይሆን ስለ ሌላ  ማድረግ አጉል ገፅታ ግንባታ ካልሆነ ሌላ ምንም ሊባል አይችልም,Neutral,Service
እስኪ መጀመሪያ ጥራት ያለው በሁሉም ቦታ የማይቆራረጥ የድምፅ ጥሪ ግልጋሎት ስጡ,Neutral,Quality
ምናልባት ቅሬታ የምትቀበሉ ከሆነማ በላፍቶ አከባቢበጣም ከባድ የሆነ የኢንተርኔትም የድምፅም ችግር ቢታይ,Neutral,Quality
ለወረሀዊ የተገዛው ጥቅል ተጨማሪው ከሌሊቱ ጧቱ  ሰአት ላይ ብቻ ስለሆነ የሚሰራው ቀን ላይ እንድንጠቀምበት አድርጉን,Neutral,Accessability 
ለዩኒቨርስቲ ተማሪዎች የተባለዉ ጥቅል ርካሽ አይደለም ማስተካከያ ቢደረግበት ሀሪፊ ,,
የተማሪዎች የጥቅል አግልግሎት ማስተላለፍ እንዲቻል እድርጉልን,Neutral,Service
የ ሶስት ጊጋ ባይት ገዝቼ የክላስ ጓደኞች ትራንስፈር አድርግልን ሲሉኝ መላክ አልቻልኩም እንድንጠቀም ከፈለጋችሁ አስተካክሉልን,Neutral,Quality
ባካችሁ ስለ አሻምተሌ በቂ መረጃ ስጡን,Neutral,Quality
ቴሌእገልግሎታችው በኖርማል ሜሲጅ የምትልኩትሜሴጅ በአማርኛም በግሊዘኛም ቢሆን ብዙሰውሳይረዳው ከማጥፋት ይቆጠባልባይነኝ,Neutral,Quality
አሻምተመዝግቤ ነበር ወድያው የተላከልኝ ሜሴጅ አልገባኝም በትርጉም ላኩልኝ ብልም አላኩልኝም,Neutral,Quality
አይደለም  የውንም ዋጋ አልቻልምዋጋው ይቀነስ,Neutral,Service
በ ለውጭ ሀገር ክፍያ መፈጸም የሚቻልበት መንገድ ብመቻች መልካም ,Neutral,Service
 አሻም ቴሌ የሚባለዉ ነገር የተሻለ ማብራሪያ ካለ ግልፅ ቢደረግልኝ እና የአገልግሎቱ ተጠቃሚ መሆን ብችል ደስ ይለኛል,Neutral,Price
ለሁሉም ኢትዮጵያዉያን አድርሱ ለከተሞች ብቻ አታድርጉት,Neutral,Accessability 
 ራሱ ዳታ ስንጠቀም በመብረቅ ፍጥነት ሂሳባችንን ቅርጥፍ እያደረገብን ተቸገርን  ሲሆን እንዴት ልንሆን ,Neutral,Accessability 
በቴሌ ብር አፕ የሞላን ብር ወደ አየር ሰዓት ሳንቀይር እንድንጠቀም ብታደርጉልን,Neutral,Quality
ጭራሽ የኔትዎርክ ታወር የሌለበት ቦታ አለ እባካችሁ ከዘመድ እንድንገናኝ እርዱን?,Neutral,Quality
በእኛ ወረዳ በአብዛኛው ቀበሌዎች የኢንተርኔት መቁራረጥ ይስተዋላል መፍትሄዎች ካለ በእናተ በኩል,Neutral,Service
እባካችሁ  ህሳብ አይበረክትም ምንድነዉ ማድረግ ያለብን ዳታ ወዳሁኑ ጨርሶ ቁጭ,Neutral,Price
ስለ አሻም ቴሌ ብር ምንም አልገባኝም ነገሩን,Neutral,Service
እንዲያው ቦሞቴ ከኔ ጎረቤት እየሰራ እኛ ቤት የማይሰራውን  አስተካክሉልን,Neutral,Service
አንድ ሀገር እየኖርን የተለያየ ኔቶርክ እየተጠቀምን  መፍትሄ ይሰጠን,Neutral,Service
 ወርሀዊ ጥቅል ቀንሱልን ብር መግዛት አልቻልንም,Neutral,Accessability 
ኸራ መላ በሉኝ ስልኬ ዳታ ከልክ  በላይ ቆጥርብኛል,Neutral,Service
ኔትወርክ ፍለጋ በየተራራው በየኮረብታው እየተንከራተትን  ስለሆነ ብታስቡበትና በቀጣይ ማስፋፊያ ስራ ቢሰራበት ለህዝቡ ብታዝኑለት ለናንተም ጥሩ ,Neutral,Price
አማራጭ አሳጥቶ ከሚጫዎትብን በዋጋ እና ፍጥነት የተሻለውን መርጠን መጠቀም የምንችልበት አሰራር መፍጠን አለበት,Neutral,Service
እስኪ መጀመሪያ አአ የሚተበረገውን ሌሎች የአገሪቱ ክፍሎች ላይም ተግብሩ,Neutral,Service
ግን ለምንድ ኢንተርኔት በ ኦሮሚያ ክልል ኣንዳንድ ቦታዋች የተቋረጠው,Neutral,Accessability 
 ይሰራል ተብለን በየቤታችን የገጠምን እየተበላሸ ዝም ብለን  በየወሩ የምንገፈግፍውን የ አገልግሎት ለማስተካከል ጥረት አድርጉ,Neutral,Price
 የኔትወርክ ቴክኖሎጂ ቢዘምንም አገልግሎት ና ፍጥነቱ ካልተስተካከለ ምን ዋጋ አለው  ዋናው ነገር ማህበረሰቡን ማስደሰት ከተፈለገ የኢንተርኔት ፍጥነቱን ይጨመርልን ,Neutral,Service
የአገልግሎት ዋጋ ቅነሳ ያድርግ,Neutral,Accessability 
 ጥሩ  ግን እባካችሁ   ሲጀመር መቸ ተስፋፋ ከዜው ለቢሯችሁ  እንዴ የገጠማችሁት ለምን ወደክልል ከተሞች አትሰሩም  ሰለቸን,Neutral,Quality
መልስ የምትሰጡት እየመረጣችሁ ባይሆን መልካም ይመስለኛል,Neutral,Price
እኔ በማውቃቸው አካባቢዎች በፍጹም ምንም አይነት የኔትወርክ ተደራሽነት የሌለባቸው ቦታዎች አሉና  ተገቢ የኔትዎርክ ተጠቃሚ እንድሆኑ ቢያደርግ ,Neutral,Service
ኧረን አልቻንውም እንኳን  ሆኖ  ወይ ዳታ ላይ መጠነኛ አድርጉት ጥቅል አገልግሎት ላይ ብር ቢያንስ  አድርጉልን ሌላውንም ታሳቢ አድርጋችሁ,Neutral,Accessability 
ማበረታታት ተገቢ  በርቱነገር ግን ቴሌኮም በቴክኖሎጅ እራሱን እያዘመነ የመሆኑን ያህል የሠራተኞቹን የአገልጋይነት እሳቤ ለማሳደግ መስራት ይጠበቅበታል,Neutral,Service
መልካም ነበር ግን ግን  ሌላም ሌላም ለውጥ ስታደርጉ በ ገንዘብ ደረጃ ላይ በጣም ማስተካከል ይቀራል  ቅርብ ያሉትን ኬንያ ሱዳን በ አነስተኛ ብር ብዙ ይጠቀማሉ,Neutral,Price
ከተማ ለይ ብቻ ተኩረት እየተደረገ ግን  ህዝብ የለው የክልል ጥቃቅን ከተሞች እና ቀበሌዎች ማን ያስታውሳቸዋል,Neutral,Price
አረ እኛጋር ሰሞኑን ኔትወርክ እንቢ ብሎናል መፍትሄ ካለ ለምድነዉ መልስ የማይሰጠን,Neutral,Accessability 
በረቱ ሌሎች ከተሞችም ተዴራሽ አደምታዳረጉ ኢምነት አሌኅ,Neutral,Quality
ለምን ዋጋ ጨመራችሁ,Neutral,Accessability 
እንድንተማመን የ ያለ ገደብ እንዲሰራ አድርጉት,Neutral,Accessability 
ምናለ ቅድሚያ   እና   በቅጡ እንዲሰራ ብታደርጉት ,Neutral,Quality
ኢትዮቴሌኮም ጥረታችሁን በግሌ አደንቃለሁ በርቱ ነገር ግን ስለምታስተዋውቁት ፕሮግራም ሁላችንም እኩል እወቀት ስሌለን ብታብራሩልን  ,Neutral,Quality
አሪፍ ሆኖ ሳለ ግን ውድ  የምትሸጡት እንዴ ጎረቤት ሀገሮችን ተመልከቱ  ለዜጎቻቸው በስንት እንደሚያቀርቡ ?,Neutral,Price
ቴሌዎች እንዴት ናችሁ  ዋጋ ቀንሱልን የኑሮ ውድነት እና የናንተን የዳታ ዋጋ ችለን መኖር,Neutral,Accessability 
እባካቹሁ ካሁን ቀደም ስንጠቀምበት የነበርውን  ኔቶርክ መልሱልን በ አታሰቃዩን,Neutral,Service
ቶሎ ጀምሩ እንጂ ሰሚት አካባቢ  በትክክል አይሰራም  የለውም ላይ የተሻለ እንደምትሰሩ ተስፋ አደርጋለሁ,Neutral,Accessability 
የሆነዉ ሆኖ ግን ሰሞኑን ምን ባደርጋቹ ነዉ ካርድ ገና ሞልቼ አንድ ደቂቃ ሳልጠቀም ላጥ የምታረጉብኝ በፍጥነት አስተካክሉልኝ,Neutral,Price
ሀሳቡ መልካም  ነገር ግን የ ኔትወርክ ወደሁሉም ቦታ ማስፋፋቱ ይቅደም ያ ካልሆነ ም ብታስገቡ ለይምሰል ካልሆነ ሌላ ትርፍ አይኖረውም,Neutral,Service
እስቲ በየወረዳው  አምጡልን ,Neutral,Price
የአሻምቴሌ አጠቃቀምን ሳትነግሩን እንዴት ሆነን እንወዳደራለን? የአጠቃቀም ሙሉ መረጃ ስጡን እናመሰግናለን,Neutral,Accessability 
አጠቃቀሙ ግልጽ አይደለም,Neutral,Quality
ነጥቡን እንዴት እንደምንሰበስብ ጭራሽ ያልገባን ሰዎች ስላለን በአሸም ቴሌ ላይ ተጨማሪ ማብራሪያ ብትሰጡ አሪፍ ,Neutral,Accessability 
ለሙሉ ኢትዮጵያ አገልግሎት የሚሰጥ አንድ ሞኖፖላይዝድ የሆነ ተቋም እስከሆነ ድረስ የሆነ ቦታ  አዳርሶ ሲያበቃ ሌላኛው አካባቢ ላይ  ,Neutral,Price
አገልግሎታችሁን ለማግኘት እስከከፈልን ድረስ ተገቢ የሆነ አገልግሎት ከናንተም ማግኘት መብታችን እንደሆነ እናንተም ደግሞ ግዴታችሁ እንደሆነ ብታውቁ ጥሩ ,Neutral,Service
ጥረታችሁ ጥሩ ብሆንም ገጠራማ አከባቢዎች  ይቅርና  እንኳን ልጠቀሙ በቂ አቅርቦት የለም,Neutral,Quality
ለዜጎች እንደ አቅማቸው እንድጠቀሙ ዘንድ ክፊያውን ወራዊ እንድሆንና የማይቆረጥ ጌጋ ባይት  ሀገሪቷ ባላችሁ ቴሌ ብሮዎች አማካይነት እንዲያጌኙ ማድረግ አለበችሁ,Neutral,Service
 የማብራት ሀይል እና የቴሌ አገልግሎት ብሮ በማናበብ መሥራት ይጠበቅባቿል,Neutral,Price
ኢትዮቴሌኮም  ብሎ በቅርቡ ማስተዋወቁ ይታወቃል ጥሩ የሚገርመው ነገር ብኖር እስከ አሁን ድረስ  የሚል ኔትወርክ  ያለው እርሱም አይሰራም,Neutral,Price
እባካችሁ የመስመር መቆራረጥ ሲያጋጥም ብቁ የሆኑ ባለሙያዎችን በመላክ በፍጥነት እንዲስተካከሉልን አድርጉ,Neutral,Service
 ከዛ ከ   በኋላ ግልፅ አይደለም,Neutral,Quality
በቴሌብር k እየገዛዉ  የምጠቀመው ግን ለ  ካርዱ  ኣይጨምርም እና ይህ ቢስተካከል ,Neutral,Price
መጀመሪያ ስለ አሻም ቴሌ ግንዛቤ ቢሰጥ ,Neutral,Quality
 ግልፅ ያልሆነልኝ ነገር አሻም ቴሌ እንደ ቴሌ ብር እራሱን የቻለ አካውንት አለው በመመዝገባችን ብቻ እንደየአጠቃቀማችን ነጥቦችን ይሰጠን,Neutral,Accessability 
ተመዝግብያለዉ ነገር ግን አሰራሩ ግልጽ አይደለም ማብራሪያ ብሰጥ እላለሁ,Neutral,Service
ከተመዘገብኩ ቆየሁ ነገር ግን ምን እሆነ ጥቅሙሙ አገልግሎቱ አልገባኝም ስለ አገልግሎቱ ማብራሪያ ሳይሰጥ አገልግሎቱን ማስተዋወቅ ምን ይሉታል ,Neutral,Service
እኔ አሰራሩ አልገባኝም እንጂ ከተመዘገብኩ ቆየሁ,Neutral,Service
ብር አድርጉልን,Neutral,Accessability 
የኢትዮ ቴሌኮም የስኬት ጉዞ በጣም አደንቃለሁ ግን አሁንም ያልተሠሩ ስራዎች አሉ እነዚን ስራዎች ትኩረት ሊሠጣቸው ይገባል,Neutral,Service
ገጠሩ አካባቢ የኔት ወርክ ተጠቃሚ አደለም እንኳን ዳታ ሊጠቀም ይቅርና የድምፅ አገልግሎት በስረአት እያገኘ አደለም እነዚን ስራዎች ቢሰሩ ጥሩ ,Neutral,Service
እባካቹ የብሩን ቁጥር ወደ ደቅቃ የደቅቃን ቁጥር ብር አርጉትና ያላ ስቅቅ እናቶቻችን ሰላም እንድንል አርጉን,Neutral,Service
ጥሩ ሐሣብ ነበር እናንተም ያላግባብ ከመጠን በላይ የምታስከፍሉንን ብትቀንሱልን ጥሩ ነበራ,Neutral,Service
መሬት ላይ ጠብ የሚል ነገር ሳይኖር    ምን ያደርጋል ቤተሰብ ጋር እንኳ ተደዋውለን መገናኘት ሳንችልም  እንኳ በደንብ በሰራ,Neutral,Quality
ጥራት ላይ ቢሰራ መልካም ,Neutral,Service
በበዓላት ወቅትም  ብታካትቱ,Neutral,Quality
እኛ በትክክል የሚሰራ   የምንፈልገው,Neutral,Service
ከጥራት ጋር ቢኦን ደግሞ በጣም ቆንጆ  በምሳሌ የሞባይል ቀጥታ መስመር ከ    ወደ ተለያዩ ክፈለ አገራት ላይ ጥራት ይጎለዋል ,Neutral,Service
የአገልግሎት ሂሳብ ቀኑስልን ,Neutral,Service
አገልግሎቱን ለሁሉም አካባቢ እንዲደርስ ብታረጉት,Neutral,Service
ለምን በትንሽ ብር  አትለቁም አነስተኛ ገቢ ላለው ሰው ማሰብ አያስፈልግም  መሆኑ ምን ያረጋል,Neutral,Service
ያልተገደበ የቀን ወይም የሶስት ቀን ቢኖር ተመራጭ  ያው አማራጭ ሲበዛ ብዙ የህብረተሰብ ክፍሎች ተጠቃሚ ይሆናሉ ብዬ አስባለው,Neutral,Service
ቀጣይ የስልክ ፍጆታ ወጭወች ይቀነሱ ዘንድ በደቂቃ በሜባ እና በኤስኤምኤስ ዋጋዎችን ከአፍሪካ ዝቅተኛ ማድረግ,Neutral,Price
የኢንርኔት  ቅናሽ ቢድርግ,Neutral,Quality
ዋናው ነገር ሌላ ሀገር በተለይ ያደጉ ሀገራት የሚጠቀሙበትን ሲስተም ከነሱ እኩል ተጠቃሚ እንድንሆን አድርጉ,Neutral,Accessability 
ሀገሮች እኮ እየሰሩበት  ምቀየሩት ባንዱም ሳንጠቀም ይቀያይሩታል ለመሆኑ ውድድር  ወይስ ሽልማት አለው እስት  ባድሳበባነት አካባቢውች በስርዓቱ መቼ ሰራ ,Neutral,Price
እስካሁን ድረስ ሰው አለአግባብ ሲቂረጥ ምክናየት እንጂ የምትመልሱት ብር መልሳችሁ አታቁም ይሄን ነገር በደብ አስቡበት ኢትዮ ቴሌ,Neutral,Price
እረ እባካችሁ ን በሚገባ ተደራሽ አድርጉልን,Neutral,Quality
ኔትዎርክ የማይሰሩ ቦታዎችን ለዩ,Neutral,Quality
የቴሌ ብር ፓስወርድ ስንጠቀም ቁጥሮችን ስውር እንዲሆኑ ብታደርጉልን መልካም ነበር,Neutral,Accessability 
ትኩረት ለኢንተርኔት ፍጥነት,Neutral,Quality
ዛሬማ የእናቶች ቀን ስለሆና የጥቅል ስጦታ መዘጋጀት ነበረባት,Neutral,Quality
ምንው ኢትዮ ቴሌ እረ ኔቶርኳችንን አስተካክሉልን,Neutral,Price
ለምን የሚሸጡትን ስልኮች አይነታቸውን ዋጋቸውን ሞዴላቸውን ራማቸውን ጂባቸውን በቴሌግራም ብታሳዩን መልካም ,Neutral,Accessability 
ጥቃቅን የሚመስሉ ግን ኢትዮቴሌኮም ካለው ስምና ዝና አንፃር ተቋሙን የማይመጥን ድርጊት ስትፈፅሙ ደስ አይልም,Neutral,Price
የአርበኞችን ቀን አስመልክቶ ልዩ ጥያቄና መልስ ቢዘጋጅ,Neutral,Service
ኧረ የጥሪ ማእከሉ ሰራተኞች በቀላሉ እንዲገኙ አድርጉልን,Neutral,Price
በአዲሱ ቅናሽ መሰረት ከዚህ በፊት የአመት ጥቅል ገዝተን እየተጠቀምን ያለን ሰዎች ቅናሹ አይመለከተንም ገንዘብ ባይመለስ እንኳን ሊራዘምልን ይገባል,Neutral,Price
ጥቅል ብታቀርቡ ጥሩ ነበርየአርበኞች ድል ለኢትዮ ቴሌኮም ድል አይደለም እንዴ,Neutral,Quality
ማታማታ ከ ሠአት እስከሠአት ባለውግዜ አይሰራም ኢተርኔት እሁድማ ጭራሽ አይሰራም አረ አስተካክሉ,Neutral,Quality
የአገልግሎት አሠጣጥ ሂደቱ አሰልቺ እና አድካሚ ,Neutral,Price
ያለ ዳታ ቢሰራ ጥሩ ነበር,Neutral,Accessability 
የኔ አካውንት በአገልግሎት መጠን ነጥብ እየጨመረ አደለም ስለዚህ ማየት ሚቻልበት ነገር ቢኖር መልካም ,Neutral,Service
 ለምን እንደ  አለማቀፋዊ መገበያያ አትፈጥሩም በኦንላይን የሚሰሩ ስራወችን መስራት አልቻልንምኮ ይህንን ለመስራት ምንድን ችግሩ,Neutral,Service
